Library,Station,pressure,depth,temp,sal,OXYGEN,CTDOXY,PHSPHT,SILCAT,NITRAT,NITRIT,TALK,DIC,H2O_2_D_DELTA_BOTTLE,H2O_18_D_DELTA_BOTTLE,Al_D_CONC_BOTTLE,STANDARD_DEV,Ba_D_CONC_BOTTLE,Cd_D_CONC_BOTTLE,Fe_D_CONC_BOTTLE,Fe_D_CONC_BOTTLE_FIA,Fe_D_CONC_BOTTLE_FIA_STANDARD_DEV,Mn_D_CONC_BOTTLE,Mn_D_CONC_BOTTLE_STANDARD_DEV,Mo_D_CONC_BOTTLE,Ni_D_CONC_BOTTLE,Pb_D_CONC_BOTTLE,U_D_CONC_BOTTLE,Zn_D_CONC_BOTTLE,Y_D_CONC_BOTTLE,La_D_CONC_BOTTLE,Pa_231_D_CONC_BOTTLE,Pa_231_D_CONC_BOTTLE_STANDARD_DEV,Th_230_D_CONC_BOTTLE,Th_230_D_CONC_BOTTLE_STANDARD_DEV,Th_232_D_CONC_BOTTLE,Th_232_D_CONC_BOTTLE_STANDARD_DEV,Th_234_D_CONC_BOTTLE,Th_234_D_CONC_BOTTLE_STANDARD_DEV
S0202,17,10,9.9,25.974325,35.93730005,48.775,205.15875,0.03425,0.26225,0,0.012375,1181.725,1022.65,0.8875,-0.5425,4.43153625,-0.6792065,10.250975,-0.71214,-0.672375,-0.686598,0.00195,-0.29250125,-0.704232125,33.32,-0.04575,5.79625,2.388525,-0.58,30.41925,4.469,-1,-1,-1,-1,-1,-1,7.24755,-0.5670725
S0203,17,50,49.6,18.1594,36.5207996,-1,216,0.02,0.34,0.24,0.08,2393.6,2092.2,-1,-1,15.3756,0.13658,-1,0.0038,0.05,0.06244,0.00293,0.65366,0.00683,-1,2.04,20.69,-1,0.02,128.57001,11.72,-1,-1,-1,-1,-1,-1,35.122,2.2439
S0204,17,150,149.1,12.9752,34.1222667333,-1,119.69,1.234,6.6266666667,19.2993333333,-0.0143333333,2306.6,2176.4,-0.13,-0.58,1.34634,-0.6439033333,13.7574,-0.5961333333,-0.39,-0.4195133333,-0.6601633333,-0.5983733333,-0.6660166667,45.1636666667,0.5266666667,4.9666666667,3.6383666667,-0.5733333333,33.9666666667,5.06,-1,-1,-1,-1,-1,-1,13.4439,-0.3772366667
S0205,18,10,9.9,20.5831,36.6578999,-1,207.08,0.01,0.21,0,0.011,2396.1,2080.9,-1,-1,16.8976,0.67317,-1,0.0043,0.05,0.09463,0.00098,0.77073,0.01171,-1,2.14,21.75,-1,0.03,135.52,13.2,-1,-1,-1,-1,-1,-1,-1,-1
S0206,18,50,49.6033057851,18.9133636364,36.617447281,-1,209.1338842975,0.0198347107,0.4966942149,0,0.0003305785,2394.3,2080.6,-1,-1,17.9707,0.34146,-1,0.0019,0.04,0.08878,0.00585,0.75122,0.00293,-1,2.15,19.69,-1,0.06,132.39999,12.75,-1,-1,-1,-1,-1,-1,33.561,2.2439
S0207,18,150,149.1018711019,14.1485904366,35.4159990374,-1,162.4810810811,0.9675051975,5.0195426195,14.1114345114,0.0205613306,1162.3,1072.95,0.245,-0.385,2.2126267775,-0.4663882536,22.0883,-0.420785447,0.0375259875,-0.0245573597,0.00488,-0.3646247817,-0.4867444906,65.1035,1.2477754678,8.2120790021,5.9205,-0.3568607069,50.8506443035,7.2045322245,-1,-1,-1,-1,-1,-1,19.1429442827,-0.0675411642
S0209,1,10,10,10.093,33.977501,142.3,287.8,1.01,0,13.145,0.165,1138.4,1036.05,-1.39,-0.63,1.709755,-0.441465,23.88195,-0.4736,-0.24,-0.25122,-0.490245,-0.4561,-0.49951,58.6825,1.94,6.97,5.30585,-0.395,56.94,5.025,-1,-1,-1,-1,-1,-1,12.04145,-0.19756
S0210,1,50,49.6,8.5187,33.9922986,-1,288.25,1.549,0.084,14.749,0.122,2277.6,2093.4,-2.16,-0.26,5.47317,0.05854,52.2449,0.1557,0.43,0.37073,0.00976,0.0878,0.00098,116.636,4.82,10.06,11.8576,0.18,112.09,10.1,-1,-1,-1,-1,-1,-1,26.5171,0.61463
S0211,2,10,9.9,7.6677,34.84160075,-1,277.785,0.0675,1.4705,6.979,-0.359,-1,356.95,-1.285,-0.8616666667,-0.4894316667,-0.6504066667,7.7060166667,-0.62395,-0.6183333333,-0.60065,-0.6639016667,-0.5723583333,-0.6652033333,20.1006666667,0.755,5.6233333333,1.1578833333,-0.53,40.9983316667,4.865,-1,-1,-1,-1,-1,-1,2.42195,-0.7341466667
S0212,2,50,49.6,6.84755,28.72054985,-1,250.105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
S0213,2,150,148.7026431718,3.8723788546,34.0704703789,-1,297.3284140969,1.74,11.16,25.31,0.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
S0214,3,10,10,11.465,34.81349925,59.725,267.7,0.53,3.175,6.8075,0.1,575.55,1043.9,-0.515,-0.72,0.4926825,-0.4902425,10.996825,-0.441175,-0.455,-0.4595125,-0.4958525,-0.1658525,-0.496585,30.839,1.3425,10.3075,2.36,-0.2425,59.37,8.1325,-1,-1,-1,-1,-1,-1,4.620725,-0.615855
S0215,3,50,49.5,5.25,34.9650005,-1,292.85,0.87,4.75,13.35,0.175,-1,2143.1,-1,-1,1.00488,0.03902,-1,0.2042,0.09,0.11415,0.00683,0.32195,0.00878,-1,3.85,31.15,-1,0.45,142.03999,24.1,-1,-1,-1,-1,-1,-1,-1,-1
S0216,3,150,148.7024793388,11.0645371901,34.9139432335,-1,223.2241735537,0.9377066116,3.6296487603,13.2108884298,0.0200619835,2332.1,2108.5,-0.31,-0.01,4.37073,0.06829,52.1385,0.1257,0.33,0.28293,0.00976,0.42927,0.0039,129.58,3.87,13.06,12.2878,0.39,104.7,12.87,0.66663,0.08946,2.29268,0.06507,0.29358,0.00601,40.3902,0.74146
S0217,4,10,9.9,16.9628,34.5297001,248.8,247.54,0.198,0,0,0.002,2303.7,2034.7,-0.04,0.09,1.42439,0.00976,37.802,0.0058,0.06,0.01951,-1,0.47805,0.00293,130.423,3.37,10.96,12.1034,0.11,75.66,10.56,-1,-1,-1,-1,-1,-1,28.0585,0.57561
S0218,4,50,49.6029411765,13.9185735294,34.5357490294,245.7,244.2161764706,0.5060294118,0,3.0969117647,0.3257352941,2303.5,2039,-0.05,-0.01,1.38537,0.00976,40.0185,0.0107,0.05,0.02927,0.00976,0.58537,0.01561,128.58299,3.65,11.3,12.1278,0.12,91.48,11,0.2439,0.05688,0.08127,0.04068,0.01731,-1,29.0634,0.50732
S0219,4,150,148.7030927835,8.1301876289,34.5210247546,-1,258.5845360825,1.1790721649,3.9615257732,16.6024329897,0.02,2291.6,2125.3,-0.64,-0.06,1.31707,0.00976,54.9873,0.0454,0.17,0.14634,0.00976,0.67317,0.01463,130.901,4.26,14.75,12.1522,0.27,109.17,12.82,-1,-1,-1,-1,-1,-1,38.5366,0.67317
S0220,5,10,9.9,9.6967166667,34.7733657167,84.4666666667,284.8983333333,0.5926666667,2.6283333333,7.696,0.1076666667,1535.1666666667,1388.3666666667,-0.39,-0.26,-0.1986993333,-0.6164228333,41.4966,-0.565995,-0.596,-0.5832675,-0.6647166667,-0.4952838333,-0.6306193333,132.203,0.714,9.8045,12.0907,-0.3325,47.0871666667,7.3328333333,-1,-1,-1,-1,-1,-1,21.0634,0.5561
S0221,5,50,49.6031746032,13.4171428571,34.5953403095,-1,248.6595238095,0.5398412698,0.1022222222,3.6101587302,0.345952381,2284.2182539683,2058.796031746,-1,-1,-0.00244,-0.47561,-1,-0.3892,-0.455,-0.45756,-0.49756,-0.30488,-0.492685,-1,1.385,13.89,-1,0.1,69.800005,11.345,-0.394295,-0.47156,-0.443075,-0.459365,-0.482745,-0.498705,14.81705,0.28049
S0222,5,150,148.8099173554,9.0889338843,34.6751823554,126.85,254.6008264463,1.0541322314,3.715785124,14.6328099174,0.0302479339,1177.4008264463,1086.8925619835,-1.45,-0.65,0.5,-0.485365,25.2034,-0.4489,-0.44,-0.407315,-1,-0.22195,-0.49805,64.5335,1.625,6.48,5.60685,-0.465,54.6,6.315,0.94312,0.08946,2.16263,0.08127,0.15544,0.00601,20.7244,-0.11951
S0223,6,10,9.9,16.6817,34.7845013,-1,243.21,0.312,2.125,3.6,0.063,769.1666666667,671.1666666667,0.5166666667,-0.7033333333,1.3674766667,-0.3170733333,16.5492666667,-0.2687666667,-0.2733333333,-0.2721933333,-0.66439,0.6260166667,-0.3203233333,38.195,1.8866666667,14.09,3.3720333333,-0.1066666667,88.9166666667,13.6133333333,-1,-1,-1,-1,-1,-1,8.5821,-0.4195133333
S0224,6,50,49.5555555556,12.941,35.0585567778,-1,259.9555555556,0.46,2.6222222222,5.6666666667,0.1133333333,1803.4222222222,1608.1888888889,-1,-1,0.007315,-1,-1,-0.39675,-0.46,-0.4439,-0.49756,-0.309755,-0.494635,-1,1.3,13.61,-1,-0.3,66.910005,10.915,-1,-1,-1,-1,-1,-1,12.13415,0.231705
S0225,6,150,148.8024691358,10.0080493827,34.6935945679,-1,221.2543209877,1.1462962963,4.3975308642,16.2319753086,0.02,2293.6,2129.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
S0226,7,10,9.9,20.4056,35.4033008,230.2,225.21,0.088,0.737,0,0.018,2334.9,2045.8,3.93,0.38,4.2439,0.01951,47.6624,0.004,0.34,0.3122,-1,1.45366,0.01659,146.468,2.98,14.64,12.6732,0.4,104.87,14.11,-1,-1,-1,-1,-1,-1,32.7415,0.6439
S0227,7,50,49.6,19.4734,35.5479994,-1,233.28,-0.338,0.114,-0.4,-0.39,780.8,685.6,4.05,0.34,4.53659,0.02927,45.8224,0.0027,1.31,1.2878,0.01951,1.21951,0.01756,140.062,2.86,13.77,12.5912,0.07,101.86,13.43,-1,-1,-1,-1,-1,-1,31.0439,0.78049
S0228,7,150,148.8,15.0688,35.6242,-1,222.34,0.408,1.626,4.774,0.026,2342.2,2104.8,2.49,0.18,7.46341,0.07805,46.398,0.0217,0.75,1.14146,0.01951,0.57561,0.0078,143.86501,2.9,13.63,12.7795,0.11,107.52,15.09,-1,-1,-1,-1,-1,-1,41.1512,0.80976
S0229,8,10,9.9,6.7004,34.6564981,-1,289.28,0.5905,3.159,8.17,0.181,-1,-1,4.47,0.69,1.493659,0.031221,45.2829,0.142025,0.077,0.067948,0.003759,0.6721965,0.0064845,141.66901,3.585,22.242,13.2878,0.307,141.255,26.9635,-1,-1,-1,-1,-1,-1,36.8293,0.83902
S0231,7,30,29.753968254,20.0664166667,35.4592577063,-1,228.1206349206,0.0869047619,0.7822619048,0,0.0123015873,1169.15,1025.95,2.0676587302,-0.1680952381,2.1613448413,-0.3594074603,27.1213003968,-0.3827595238,0.251468254,0.2419475397,-0.3766734127,0.4365275397,-0.375998254,86.6334800397,1.3665079365,8.1501587302,7.3976198413,-0.3418650794,63.9029761905,8.1219444444,-0.24795,-0.45527,0.27234,-0.463415,-0.42228,-0.49912,18.8935722222,0.1251857143
S0232,7,60,59.5172413793,18.046954023,35.6045055517,-1,240.1011494253,-0.2987356322,0.3168965517,-0.2542528736,-0.3764367816,1428.7586206897,1263.7517241379,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
S0233,7,70,69.4310344828,16.6080172414,35.6453102931,-1,245.7620689655,0.0532758621,1.0324137931,0.1753448276,-0.0775862069,2103.7155172414,1865.9931034483,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
S0234,7,150,148.8,15.0688,35.6242,-1,222.34,0.408,1.626,4.774,0.026,2342.2,2104.8,2.49,0.18,7.46341,0.07805,46.398,0.0217,0.75,1.14146,0.01951,0.57561,0.0078,143.86501,2.9,13.63,12.7795,0.11,107.52,15.09,-1,-1,-1,-1,-1,-1,41.1512,0.80976
S0235,7,200,198.4126984127,14.7185396825,35.5828015873,97.4,223.2238095238,1.0774603175,15.9482539683,15.546984127,0.0151587302,1169.85,1053.25,-0.4196031746,-0.6526984127,1.6042970635,-0.4722038889,29.0714825397,-0.2886738095,0.1351587302,0.1236169048,-0.4787825397,-0.3524953175,-0.482460873,71.4778495238,2.1157142857,5.670952381,6.0111626984,0.444047619,63.0771428571,8.0314285714,-1,-1,-1,-1,-1,-1,21.1555936508,-0.085289127
S0236,7,250,248.008097166,14.3350809717,35.511917004,97.4,221.2914979757,0.546437247,2.2429149798,6.773562753,0.0198987854,1167.9884615385,1053.9848178138,2.2822064777,0.2115789474,2.6213573077,-0.4759062551,21.7622303644,-0.4742265182,0.6881578947,0.7258918016,-0.4473274494,-0.3207937045,-0.4980598178,71.345694332,1.075951417,6.6493927126,5.8757625506,-0.4365789474,52.6993117409,6.5851012146,0.02034,-0.42683,2.012195,-0.45122,-0.31,-0.49829,20.5621165992,-0.0859575101
S0237,7,2,9,20.258,35.369999,230.2,228,0.07,0.8,0,0,2334.9,2045.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
S0238,10,50,49.6666666667,17.2896666667,35.6613336667,-1,240.9,0.1133333333,0.6666666667,1.2666666667,0.0633333333,2352.9,2054.4,-1,-1,1.92195,0.04878,-1,0.0363,0.07,0.06634,0.00488,0.78049,0.01268,-1,3.01,18.46,-1,0.07,148.62,25.64,-1,-1,-1,-1,-1,-1,-1,-1
